T3,u,m_loi,z1,overload_ratio,suggested_m
1049909.09,3.56,3.0,32,1.42,3.5
1204444.93,3.2,2.0,28,1.42,2.5
912177.72,3.16,2.0,21,1.49,2.5
1119957.76,2.71,2.5,18,1.4,3.0
1145245.71,2.85,1.5,18,1.29,2.0
1545600.86,3.27,3.0,19,1.22,3.5
664566.69,2.45,1.5,31,1.41,2.0
1753925.56,3.85,1.5,22,1.49,2.0
856357.24,3.11,1.5,32,1.43,2.0
787402.5,2.6,1.5,19,1.22,2.0
1091272.63,3.58,2.5,18,1.32,3.0
866320.42,3.32,2.0,21,1.34,2.5
585638.26,2.5,1.5,23,1.11,2.0
654991.79,3.77,1.5,27,1.24,2.0
476047.11,2.08,2.0,19,1.23,2.5
1273764.6,4.18,1.5,29,1.41,2.0
1138060.76,4.35,2.0,29,1.14,2.5
1122146.2,3.99,2.5,25,1.34,3.0
1065967.48,2.73,2.5,21,1.25,3.0
1308869.29,3.87,1.5,21,1.11,2.0
799875.57,2.04,3.0,20,1.38,3.5
1018896.04,3.14,2.5,23,1.37,3.0
578905.66,3.91,1.5,20,1.12,2.0
1815571.27,3.97,2.5,18,1.45,3.0
1764270.71,4.2,2.0,23,1.17,2.5
1201822.45,2.81,1.5,19,1.47,2.0
1243747.31,2.76,1.5,25,1.28,2.0
1226761.08,4.04,1.5,23,1.17,2.0
1419339.31,3.39,2.0,27,1.36,2.5
1056266.84,2.54,3.0,20,1.45,3.5
1293195.98,2.76,3.0,21,1.13,3.5
695427.62,3.0,2.5,24,1.47,3.0
1048741.16,4.01,2.5,21,1.14,3.0
939279.79,4.42,3.0,25,1.19,3.5
973468.9,2.48,3.0,32,1.32,3.5
1157805.42,3.03,1.5,23,1.19,2.0
523238.19,2.11,3.0,31,1.32,3.5
1076693.12,2.45,1.5,32,1.35,2.0
584448.24,2.14,2.0,25,1.1,2.5
994972.78,2.88,2.0,30,1.33,2.5
695262.66,3.95,2.0,28,1.18,2.5
696267.12,2.46,2.5,22,1.3,3.0
1346731.79,4.09,1.5,21,1.1,2.0
1048544.85,3.47,2.5,21,1.32,3.0
1070429.65,3.66,1.5,32,1.25,2.0
1505413.87,3.87,3.0,21,1.11,3.5
1626358.8,3.85,1.5,31,1.19,2.0
1446141.48,3.18,3.0,27,1.32,3.5
418134.8,2.11,2.5,27,1.48,3.0
1494956.56,3.17,2.5,23,1.4,3.0
579284.3,2.58,1.5,31,1.44,2.0
889941.33,2.03,2.5,21,1.28,3.0
469744.89,2.32,1.5,32,1.25,2.0
1632212.95,4.37,3.0,32,1.11,3.5
976235.99,2.41,2.5,29,1.49,3.0
1794132.05,3.8,3.0,18,1.24,3.5
901563.33,3.52,2.0,26,1.2,2.5
1071612.54,2.53,3.0,18,1.42,3.5
512033.84,2.54,2.5,28,1.14,3.0
938027.46,3.38,1.5,29,1.31,2.0
1168052.81,3.4,3.0,28,1.25,3.5
821122.13,2.51,2.5,18,1.41,3.0
975106.83,4.03,2.5,26,1.31,3.0
941403.23,3.53,2.5,21,1.44,3.0
1865902.38,4.26,3.0,28,1.5,3.5
1359513.6,2.91,3.0,21,1.16,3.5
992855.42,2.51,3.0,31,1.13,3.5
841235.93,2.1,2.0,24,1.14,2.5
722519.97,2.02,3.0,18,1.11,3.5
1127695.33,2.72,2.0,21,1.37,2.5
912595.77,3.79,1.5,30,1.31,2.0
1151489.3,3.39,2.0,24,1.46,2.5
903193.13,2.57,1.5,23,1.36,2.0
734422.7,3.91,1.5,28,1.39,2.0
561984.25,3.71,3.0,20,1.39,3.5
754861.89,2.53,2.5,19,1.14,3.0
1193367.21,3.3,2.5,31,1.22,3.0
449062.05,2.69,3.0,20,1.11,3.5
906449.54,3.14,2.0,19,1.33,2.5
555507.69,2.29,2.5,20,1.42,3.0
1393774.62,4.43,2.0,30,1.19,2.5
1285448.33,3.5,2.0,23,1.41,2.5
435219.37,2.06,1.5,25,1.29,2.0
1777459.55,4.27,2.5,23,1.46,3.0
1270372.39,3.27,3.0,18,1.4,3.5
458376.25,2.58,1.5,26,1.13,2.0
577557.61,3.84,3.0,28,1.23,3.5
348535.64,2.16,1.5,19,1.14,2.0
1259727.28,3.74,1.5,18,1.23,2.0
1532715.91,4.34,2.0,19,1.46,2.5
1649789.06,3.79,1.5,18,1.23,2.0
1064490.19,4.29,3.0,31,1.48,3.5
1347651.42,4.35,1.5,19,1.11,2.0
746943.92,2.45,3.0,31,1.49,3.5
1249665.12,3.17,1.5,32,1.48,2.0
967604.77,2.79,2.5,31,1.37,3.0
1378629.28,3.29,3.0,30,1.48,3.5
914655.75,3.56,1.5,23,1.35,2.0
1052340.4,3.18,3.0,31,1.5,3.5
1364666.27,3.53,3.0,25,1.33,3.5
960694.21,2.6,1.5,30,1.22,2.0
699828.81,4.45,1.5,20,1.17,2.0
1481955.3,3.82,2.0,28,1.48,2.5
808674.87,2.11,2.0,22,1.4,2.5
644409.35,3.29,1.5,19,1.37,2.0
1342272.78,2.83,3.0,26,1.19,3.5
619365.24,3.26,1.5,28,1.48,2.0
1052519.56,2.4,2.0,25,1.33,2.5
497577.15,2.06,2.0,21,1.29,2.5
505023.14,2.85,3.0,20,1.45,3.5
802140.85,3.28,2.5,27,1.13,3.0
1241213.66,4.37,3.0,19,1.38,3.5
683636.1,2.14,3.0,24,1.47,3.5
499564.92,2.25,2.0,24,1.4,2.5
1178907.36,3.6,2.5,32,1.41,3.0
335695.44,2.32,1.5,27,1.48,2.0
1201602.6,3.01,2.0,30,1.22,2.5
1391178.87,2.99,1.5,19,1.32,2.0
429564.3,2.28,2.5,24,1.19,3.0
504721.75,3.34,2.0,31,1.34,2.5
1130076.51,3.45,2.0,28,1.46,2.5
805763.15,4.25,3.0,29,1.13,3.5
500172.62,2.09,1.5,32,1.36,2.0
395805.98,2.3,3.0,19,1.15,3.5
802397.36,3.49,2.5,19,1.46,3.0
566017.13,2.9,2.0,27,1.17,2.5
839479.4,4.39,2.0,19,1.38,2.5
1228756.2,3.49,2.0,29,1.47,2.5
1464529.63,3.62,2.5,29,1.22,3.0
549104.19,2.45,2.5,23,1.36,3.0
765015.67,3.09,3.0,24,1.13,3.5
1635925.58,3.79,2.5,24,1.19,3.0
1575933.48,3.41,2.5,25,1.15,3.0
1225214.85,4.0,2.0,25,1.15,2.5
853318.15,3.19,3.0,26,1.41,3.5
1591887.98,3.37,1.5,19,1.38,2.0
840234.2,3.0,3.0,31,1.36,3.5
1120642.45,4.12,2.5,20,1.18,3.0
1033399.3,2.3,1.5,21,1.33,2.0
1221266.02,2.58,3.0,23,1.27,3.5
1771092.55,4.45,2.5,25,1.48,3.0
874057.18,3.5,2.0,22,1.13,2.5
1027610.01,2.55,3.0,20,1.41,3.5
585993.49,2.75,3.0,19,1.49,3.5
743397.55,4.45,2.5,18,1.22,3.0
905216.91,2.72,3.0,22,1.35,3.5
719995.16,4.04,2.5,22,1.25,3.0
818448.15,2.6,2.0,32,1.36,2.5
1298391.51,3.98,3.0,22,1.36,3.5
826113.76,2.03,2.0,27,1.49,2.5
374226.95,2.42,1.5,20,1.14,2.0
949363.76,4.23,3.0,20,1.16,3.5
1162081.78,4.03,2.5,25,1.15,3.0
1582559.18,4.15,3.0,26,1.25,3.5
577262.85,2.73,2.5,25,1.41,3.0
1034409.39,2.53,2.5,26,1.4,3.0
438483.38,2.86,1.5,18,1.24,2.0
730722.04,2.11,1.5,24,1.36,2.0
447560.58,2.96,1.5,21,1.44,2.0
843264.79,2.07,1.5,30,1.4,2.0
990095.81,4.18,1.5,30,1.21,2.0
1531342.4,4.15,1.5,30,1.47,2.0
1515037.42,3.59,3.0,26,1.3,3.5
1614124.47,4.04,2.0,21,1.23,2.5
1148397.18,2.84,1.5,25,1.24,2.0
1022486.43,2.45,2.0,28,1.16,2.5
540284.23,2.91,2.0,31,1.18,2.5
1109520.43,3.13,1.5,21,1.45,2.0
1346253.68,3.3,2.0,26,1.32,2.5
939552.83,2.87,1.5,28,1.17,2.0
1419642.39,4.17,1.5,22,1.35,2.0
999276.59,2.14,2.0,19,1.27,2.5
831838.74,4.48,2.5,26,1.13,3.0
1038658.99,3.08,3.0,19,1.21,3.5
1029301.06,2.34,2.5,18,1.35,3.0
785241.86,3.63,2.0,32,1.3,2.5
1399955.52,3.38,2.5,23,1.21,3.0
732952.07,3.51,2.0,25,1.41,2.5
1650877.52,3.89,2.0,31,1.12,2.5
388859.3,2.33,3.0,26,1.21,3.5
295233.89,2.05,2.5,22,1.24,3.0
690531.32,3.96,1.5,25,1.14,2.0
1313877.91,3.34,2.5,18,1.28,3.0
1138628.31,4.21,1.5,19,1.22,2.0
1070015.1,2.26,3.0,31,1.45,3.5
624052.47,3.31,1.5,19,1.4,2.0
727599.04,3.05,3.0,21,1.43,3.5
854650.28,2.75,3.0,28,1.23,3.5
1891934.79,4.2,3.0,23,1.2,3.5
397497.95,2.68,3.0,26,1.49,3.5
544890.66,3.36,1.5,30,1.49,2.0
588784.61,2.33,3.0,26,1.34,3.5
604071.2,2.03,2.5,28,1.38,3.0
1729899.19,4.48,2.0,32,1.13,2.5
1384686.53,4.06,1.5,20,1.46,2.0
1061329.48,4.07,3.0,21,1.32,3.5
582763.97,2.63,2.0,25,1.23,2.5
1068673.98,4.42,2.5,18,1.23,3.0
1480894.71,3.87,3.0,21,1.12,3.5
2073421.36,4.49,2.0,25,1.39,2.5
1106863.42,2.66,2.5,24,1.47,3.0
1494166.51,3.15,2.5,19,1.42,3.0
823408.93,4.35,2.0,32,1.42,2.5
1424833.18,3.02,2.0,27,1.36,2.5
1381724.24,4.12,1.5,18,1.39,2.0
522862.95,3.43,2.0,28,1.33,2.5
751932.04,2.41,3.0,26,1.4,3.5
780459.37,3.26,3.0,25,1.1,3.5
1093904.92,4.39,2.5,19,1.22,3.0
1965480.93,4.14,2.0,28,1.16,2.5
883013.89,2.24,3.0,19,1.41,3.5
1463244.48,3.69,1.5,23,1.5,2.0
887677.28,2.89,1.5,24,1.29,2.0
710593.78,4.34,2.0,18,1.23,2.5
733715.24,3.15,1.5,20,1.13,2.0
1338569.89,3.59,2.0,22,1.26,2.5
1061061.78,3.72,2.5,29,1.24,3.0
1535884.07,3.59,2.0,21,1.4,2.5
866482.88,3.3,2.0,19,1.24,2.5
674557.97,3.21,3.0,25,1.38,3.5
1802521.07,4.23,2.5,30,1.19,3.0
1377878.16,3.05,3.0,29,1.44,3.5
1250664.73,3.03,2.5,29,1.46,3.0
951123.62,3.72,2.5,29,1.36,3.0
1319190.46,3.55,1.5,29,1.17,2.0
513717.19,2.87,2.0,21,1.4,2.5
517618.07,3.01,2.0,27,1.19,2.5
550403.53,3.37,3.0,29,1.39,3.5
1086063.4,3.12,3.0,19,1.3,3.5
835838.92,2.43,2.0,28,1.49,2.5
850387.42,2.65,2.0,18,1.49,2.5
1528124.05,3.5,2.5,23,1.3,3.0
614342.52,3.61,2.5,29,1.11,3.0
887746.43,2.38,1.5,18,1.48,2.0
854116.19,2.73,3.0,22,1.35,3.5
311472.83,2.16,1.5,25,1.16,2.0
997842.1,4.08,3.0,31,1.36,3.5
661345.64,3.7,2.5,29,1.18,3.0
780796.87,2.5,1.5,26,1.15,2.0
1435897.81,4.43,1.5,18,1.12,2.0
1795437.27,4.37,2.0,32,1.13,2.5
689363.42,3.23,3.0,19,1.24,3.5
754617.07,3.86,2.5,26,1.44,3.0
745143.74,4.31,3.0,25,1.2,3.5
1296966.12,3.08,1.5,32,1.39,2.0
1039612.74,3.6,2.0,19,1.49,2.5
793838.69,2.46,2.0,32,1.36,2.5
1710215.67,3.71,1.5,30,1.14,2.0
1026135.65,3.6,2.0,22,1.27,2.5
531913.07,2.24,3.0,27,1.42,3.5
1109188.1,2.37,2.0,29,1.16,2.5
523720.95,3.63,2.5,28,1.29,3.0
590658.26,2.44,1.5,20,1.33,2.0
1827077.53,4.19,2.5,20,1.42,3.0
964154.72,3.09,2.0,24,1.12,2.5
371629.27,2.12,2.5,28,1.15,3.0
1258763.39,4.44,1.5,24,1.19,2.0
1317211.52,3.49,2.0,22,1.24,2.5
1307162.63,2.83,1.5,29,1.45,2.0
1246066.84,3.15,2.5,20,1.27,3.0
884279.2,2.49,1.5,32,1.17,2.0
875212.45,3.87,3.0,27,1.48,3.5
750142.85,3.11,3.0,20,1.25,3.5
1796910.8,4.17,2.0,25,1.24,2.5
519704.89,2.1,1.5,21,1.29,2.0
575641.12,3.99,2.0,18,1.42,2.5
1082531.88,2.62,2.5,28,1.32,3.0
1011493.83,3.78,2.5,22,1.35,3.0
963774.6,4.31,1.5,32,1.2,2.0
1169825.63,3.79,2.5,19,1.23,3.0
593323.81,2.68,2.5,32,1.39,3.0
1097522.32,3.28,1.5,24,1.37,2.0
853572.83,2.02,1.5,28,1.2,2.0
409950.58,2.65,1.5,20,1.37,2.0
589019.82,3.57,1.5,24,1.36,2.0
1582365.53,3.7,3.0,26,1.23,3.5
814714.58,2.64,2.5,18,1.39,3.0
945367.32,2.87,2.5,19,1.25,3.0
966826.65,3.93,1.5,23,1.27,2.0
1223498.04,3.16,2.0,19,1.27,2.5
727446.43,2.28,2.0,28,1.49,2.5
906348.37,2.04,2.0,31,1.21,2.5
959056.74,3.58,2.5,22,1.26,3.0
725390.42,3.42,2.0,24,1.45,2.5
1203363.62,3.98,1.5,30,1.26,2.0
869563.03,4.29,2.5,21,1.26,3.0
1101837.88,4.28,1.5,30,1.45,2.0
863790.04,4.43,3.0,18,1.25,3.5
947180.69,2.11,3.0,28,1.33,3.5
360229.34,2.37,1.5,21,1.3,2.0
949090.04,2.65,1.5,27,1.47,2.0
945226.55,2.09,3.0,31,1.1,3.5
1004528.72,3.69,3.0,25,1.12,3.5
586122.24,3.89,1.5,23,1.33,2.0
644987.58,2.87,1.5,23,1.29,2.0
1192918.85,3.73,2.5,32,1.15,3.0
874176.28,3.81,1.5,27,1.3,2.0
762291.75,4.12,1.5,31,1.37,2.0
1768345.86,3.97,2.0,25,1.43,2.5
1652785.1,4.39,2.0,32,1.21,2.5
593391.81,3.81,1.5,27,1.25,2.0
1336086.77,4.13,1.5,22,1.25,2.0
1180104.36,4.46,2.0,19,1.23,2.5
1229009.52,2.96,1.5,27,1.26,2.0
644437.91,3.94,3.0,29,1.28,3.5
680609.98,3.92,1.5,25,1.17,2.0
750977.2,2.24,2.0,23,1.21,2.5
1399745.58,3.59,3.0,29,1.44,3.5
1554314.44,3.44,1.5,20,1.29,2.0
892668.89,3.72,1.5,19,1.1,2.0
1107705.23,3.33,3.0,28,1.17,3.5
559018.81,2.94,1.5,18,1.24,2.0
1558738.55,3.54,1.5,23,1.18,2.0
918873.31,3.64,1.5,20,1.28,2.0
1758483.2,3.77,2.5,21,1.2,3.0
939013.65,2.5,1.5,28,1.25,2.0
912664.74,3.49,2.5,24,1.24,3.0
1029703.36,2.26,2.0,29,1.1,2.5
486113.46,2.11,1.5,27,1.46,2.0
1104908.93,2.82,1.5,24,1.44,2.0
350303.32,2.29,2.0,22,1.48,2.5
481939.31,2.28,3.0,28,1.37,3.5
671717.73,3.8,2.5,27,1.25,3.0
773560.92,3.65,2.5,18,1.27,3.0
1010521.9,3.04,2.5,27,1.2,3.0
512659.07,2.19,2.0,19,1.12,2.5
1053343.48,3.88,1.5,24,1.19,2.0
1061113.53,2.49,2.0,27,1.32,2.5
1386019.37,3.05,2.5,18,1.35,3.0
1582661.98,3.58,3.0,22,1.13,3.5
832820.47,2.63,3.0,21,1.43,3.5
356739.8,2.44,2.0,25,1.36,2.5
1214031.84,2.93,2.5,25,1.33,3.0
902868.02,3.63,3.0,20,1.11,3.5
1502079.03,3.33,2.5,22,1.37,3.0
385232.02,2.64,2.5,27,1.23,3.0
855648.4,3.52,1.5,31,1.42,2.0
1661945.44,3.71,2.5,19,1.15,3.0
608185.22,2.43,2.0,23,1.28,2.5
905634.63,2.79,1.5,21,1.15,2.0
1254295.12,3.85,2.5,20,1.18,3.0
1255194.3,4.33,1.5,28,1.46,2.0
1388156.12,3.64,3.0,21,1.41,3.5
692460.35,3.78,2.5,25,1.34,3.0
885049.14,3.36,2.5,19,1.42,3.0
588901.08,3.95,2.0,26,1.45,2.5
1749990.74,4.31,2.0,29,1.41,2.5
656314.08,4.18,2.0,22,1.1,2.5
1080780.65,2.44,3.0,30,1.37,3.5
1030497.72,2.4,2.5,30,1.18,3.0
836140.59,4.2,2.5,26,1.46,3.0
1093786.0,3.29,2.5,18,1.24,3.0
643117.74,3.0,3.0,24,1.1,3.5
1168829.82,3.19,2.0,23,1.1,2.5
1665557.75,3.85,2.5,24,1.28,3.0
535541.91,2.02,2.5,27,1.39,3.0
1633402.37,4.5,2.0,23,1.22,2.5
1598411.66,4.17,2.5,30,1.42,3.0
1211817.53,3.33,1.5,26,1.29,2.0
832690.37,2.19,1.5,28,1.34,2.0
617822.69,2.34,2.5,22,1.37,3.0
833028.17,2.14,2.0,27,1.36,2.5
652039.59,2.39,2.0,18,1.37,2.5
1999644.21,4.39,1.5,26,1.3,2.0
1267685.76,2.8,2.5,24,1.13,3.0
850410.59,2.48,1.5,26,1.42,2.0
719678.82,2.33,2.0,27,1.44,2.5
1410471.58,3.15,2.5,29,1.43,3.0
1246944.61,3.09,1.5,20,1.44,2.0
1680468.5,4.24,1.5,27,1.13,2.0
1565887.72,3.71,3.0,29,1.12,3.5
557649.66,3.16,2.5,32,1.26,3.0
494975.86,2.89,2.0,29,1.15,2.5
1610040.54,4.34,2.5,32,1.28,3.0
673758.38,2.54,2.0,22,1.32,2.5
593686.51,2.04,2.5,18,1.27,3.0
1303984.53,4.38,2.0,20,1.43,2.5
1154806.98,4.24,1.5,24,1.37,2.0
1512887.83,3.77,1.5,24,1.1,2.0
1357481.82,3.4,3.0,20,1.13,3.5
980573.74,4.28,2.0,32,1.22,2.5
849832.6,2.35,3.0,29,1.14,3.5
593323.55,3.94,3.0,19,1.47,3.5
1217866.3,3.35,2.5,21,1.34,3.0
535682.76,2.8,3.0,19,1.22,3.5
324425.62,2.27,2.0,31,1.13,2.5
696549.22,4.45,1.5,21,1.16,2.0
493351.27,2.01,2.5,19,1.11,3.0
822837.69,2.89,1.5,30,1.24,2.0
1776055.39,3.83,3.0,23,1.45,3.5
631747.07,4.17,1.5,29,1.47,2.0
756052.82,3.1,3.0,19,1.37,3.5
683541.82,2.6,2.0,18,1.22,2.5
656618.71,2.8,2.0,27,1.4,2.5
762079.18,4.35,1.5,25,1.17,2.0
496778.13,2.78,2.5,31,1.43,3.0
864314.37,2.31,1.5,25,1.33,2.0
663055.53,4.28,3.0,26,1.19,3.5
900611.4,3.56,3.0,19,1.24,3.5
1956411.35,4.15,2.5,30,1.43,3.0
455970.93,2.59,1.5,19,1.13,2.0
709348.45,3.9,2.5,24,1.16,3.0
1789495.83,4.04,1.5,22,1.45,2.0
1426649.84,3.94,3.0,25,1.16,3.5
555438.08,2.06,1.5,27,1.36,2.0
631450.34,2.3,3.0,29,1.18,3.5
1475801.81,4.07,2.0,32,1.45,2.5
841488.03,2.09,2.5,29,1.21,3.0
854577.73,2.01,1.5,24,1.45,2.0
526878.86,3.45,1.5,31,1.29,2.0
1184913.93,3.29,3.0,27,1.25,3.5
629166.6,2.59,2.5,29,1.27,3.0
1131422.11,4.2,1.5,28,1.17,2.0
1016843.51,3.33,2.0,22,1.48,2.5
352051.4,2.22,3.0,27,1.21,3.5
1068837.22,3.8,3.0,22,1.38,3.5
905387.84,2.58,2.0,28,1.42,2.5
842049.94,4.11,2.5,26,1.15,3.0
1018094.65,2.18,1.5,26,1.1,2.0
1080637.24,2.96,3.0,22,1.45,3.5
1251464.05,2.8,3.0,30,1.28,3.5
489411.31,3.09,1.5,32,1.2,2.0
1210365.8,4.43,1.5,28,1.29,2.0
1325383.51,4.06,2.5,24,1.13,3.0
557632.2,2.81,1.5,26,1.22,2.0
400212.09,2.45,2.0,24,1.33,2.5
1342276.96,3.53,1.5,25,1.15,2.0
1264634.5,2.74,2.5,22,1.27,3.0
1180413.86,3.35,2.5,20,1.42,3.0
1713188.95,3.85,2.0,30,1.35,2.5
983216.03,2.2,2.0,19,1.26,2.5
670390.27,4.11,2.5,18,1.44,3.0
672723.91,3.8,2.0,31,1.35,2.5
1126611.03,3.52,3.0,24,1.16,3.5
490311.85,2.41,1.5,20,1.27,2.0
432494.13,2.95,3.0,21,1.35,3.5
301612.43,2.09,1.5,31,1.27,2.0
852567.85,2.58,3.0,21,1.41,3.5
710527.7,2.32,1.5,18,1.25,2.0
826936.29,2.02,1.5,23,1.5,2.0
925754.7,3.27,3.0,28,1.26,3.5
567488.31,2.54,2.0,18,1.38,2.5
401735.74,2.02,3.0,18,1.21,3.5
1107129.79,2.46,1.5,32,1.28,2.0
759076.84,4.28,2.5,25,1.21,3.0
1198202.5,2.93,1.5,28,1.46,2.0
718247.79,3.47,2.5,26,1.44,3.0
908264.72,2.42,3.0,26,1.2,3.5
881959.42,3.5,3.0,21,1.11,3.5
360030.33,2.09,2.5,24,1.24,3.0
503158.87,3.53,2.0,18,1.22,2.5
767042.63,4.32,3.0,23,1.38,3.5
692392.88,4.33,1.5,31,1.36,2.0
1063929.99,2.47,3.0,29,1.25,3.5
924318.71,4.2,1.5,23,1.22,2.0
772932.96,2.09,2.5,24,1.29,3.0
1351657.1,4.23,1.5,25,1.27,2.0
1048397.14,3.81,2.5,19,1.48,3.0
1288938.98,3.15,2.0,21,1.2,2.5
600380.63,2.19,2.0,22,1.12,2.5
838402.11,2.79,3.0,22,1.26,3.5
673910.65,3.42,1.5,19,1.27,2.0
752675.44,4.4,2.0,19,1.39,2.5
1120935.83,3.69,2.5,26,1.47,3.0
574762.32,3.1,1.5,32,1.17,2.0
1302867.96,2.8,3.0,31,1.44,3.5
1447502.14,4.22,1.5,24,1.26,2.0
616723.97,2.8,2.5,30,1.34,3.0
722685.29,3.59,1.5,28,1.48,2.0
1139638.19,4.09,2.5,28,1.41,3.0
856769.92,2.21,2.0,25,1.2,2.5
366175.64,2.09,3.0,18,1.47,3.5
533465.78,2.25,1.5,26,1.17,2.0
729392.35,2.2,1.5,25,1.4,2.0
1084639.21,3.01,3.0,28,1.2,3.5
1839179.21,4.17,2.5,27,1.29,3.0
719825.8,3.08,1.5,28,1.38,2.0
727316.42,4.0,2.0,29,1.33,2.5
396443.06,2.1,2.5,32,1.46,3.0
812284.46,2.41,2.5,25,1.27,3.0
553102.02,2.58,3.0,24,1.23,3.5
1884173.16,4.26,1.5,28,1.44,2.0
618325.35,2.14,1.5,25,1.18,2.0
997440.23,2.36,2.5,19,1.44,3.0
306830.11,2.06,1.5,19,1.25,2.0
954063.7,2.58,2.5,29,1.26,3.0
405978.75,2.29,2.5,23,1.45,3.0
859963.42,3.76,3.0,28,1.22,3.5
1488165.08,4.07,3.0,18,1.45,3.5
552685.47,2.8,3.0,25,1.33,3.5
1243811.55,3.58,1.5,32,1.42,2.0
476511.21,2.12,2.0,29,1.14,2.5
500653.83,2.56,3.0,21,1.5,3.5
1250696.45,4.15,2.5,29,1.2,3.0
1264073.43,2.91,2.5,18,1.48,3.0
934714.99,3.48,1.5,27,1.33,2.0
1123069.36,2.64,2.5,20,1.16,3.0
1167820.68,4.5,2.0,28,1.35,2.5
687721.72,3.02,3.0,25,1.39,3.5
489711.95,3.36,2.5,20,1.49,3.0
723434.76,3.47,2.0,25,1.4,2.5
1174904.32,3.96,3.0,23,1.3,3.5
567258.05,2.09,2.5,22,1.22,3.0
1047339.41,2.28,1.5,28,1.46,2.0
733414.4,2.68,2.5,23,1.49,3.0
923229.41,2.73,1.5,18,1.41,2.0
1075360.16,3.68,1.5,28,1.14,2.0
1533398.97,4.48,1.5,21,1.12,2.0
1981881.6,4.29,3.0,30,1.33,3.5
1017897.09,3.85,1.5,25,1.39,2.0
824333.14,2.04,2.5,31,1.15,3.0
1169975.55,2.58,2.0,26,1.35,2.5
1654593.2,3.77,2.5,19,1.23,3.0
586328.15,3.78,3.0,23,1.39,3.5
885459.47,4.28,1.5,18,1.29,2.0
830590.26,3.52,2.5,19,1.15,3.0
533985.3,2.32,3.0,25,1.22,3.5
509393.14,2.73,2.5,21,1.12,3.0
995857.09,2.57,2.0,23,1.47,2.5
1311682.08,2.77,1.5,30,1.17,2.0
943849.52,3.79,3.0,20,1.39,3.5
662295.19,3.94,2.0,24,1.39,2.5
939310.39,3.51,2.0,31,1.21,2.5
890747.6,4.45,2.5,30,1.2,3.0
963480.64,4.3,3.0,31,1.16,3.5
371414.83,2.27,1.5,19,1.38,2.0
806050.77,3.95,3.0,18,1.37,3.5
1125706.73,2.5,2.5,26,1.24,3.0
1541846.62,3.48,2.5,19,1.23,3.0
633795.06,3.52,2.5,21,1.33,3.0
433322.04,2.55,3.0,25,1.27,3.5
1136203.07,2.95,3.0,22,1.33,3.5
771753.81,3.75,2.5,27,1.49,3.0
1803991.98,3.99,2.5,29,1.12,3.0
1187283.97,4.14,1.5,26,1.37,2.0
943932.84,3.21,1.5,20,1.23,2.0
1167226.61,3.05,2.0,28,1.49,2.5
1048699.75,2.5,2.5,19,1.4,3.0
896285.9,2.77,3.0,28,1.11,3.5
536016.02,3.47,1.5,29,1.21,2.0
1289952.24,3.03,1.5,24,1.48,2.0
1064696.83,3.08,2.5,32,1.41,3.0
648396.99,3.17,3.0,25,1.44,3.5
1943225.98,4.15,1.5,18,1.42,2.0
1212903.92,2.79,2.0,21,1.34,2.5
1966077.38,4.21,3.0,24,1.23,3.5
1142612.83,3.89,3.0,23,1.19,3.5
901151.3,2.7,2.5,18,1.26,3.0
1368516.63,3.91,2.5,24,1.36,3.0
777590.71,3.31,3.0,27,1.5,3.5
1159893.59,3.56,2.5,28,1.18,3.0
1405101.02,3.11,3.0,22,1.15,3.5
871832.67,2.14,1.5,19,1.25,2.0
610548.78,3.0,1.5,30,1.32,2.0
1371317.42,3.71,2.5,24,1.35,3.0
1532638.46,4.17,2.0,27,1.39,2.5
1443631.95,4.02,3.0,23,1.33,3.5
825572.77,3.68,2.5,27,1.27,3.0
1962148.56,4.26,2.5,21,1.28,3.0
1542986.46,4.31,1.5,19,1.45,2.0
555406.06,3.49,1.5,23,1.38,2.0
641477.59,2.05,2.5,20,1.23,3.0
702097.48,2.65,2.0,20,1.49,2.5
922732.38,3.87,1.5,26,1.16,2.0
1763445.61,3.97,3.0,20,1.5,3.5
1446038.93,4.08,2.0,18,1.28,2.5
1466466.89,3.39,2.5,23,1.32,3.0
1063564.32,3.5,2.0,30,1.15,2.5
1709442.87,3.95,2.0,29,1.29,2.5
389494.69,2.36,3.0,19,1.48,3.5
1632048.58,3.6,2.5,28,1.14,3.0
443669.14,2.82,2.5,30,1.34,3.0
888694.78,2.15,3.0,28,1.41,3.5
1556871.73,3.45,2.0,31,1.34,2.5
1010516.42,2.66,3.0,23,1.17,3.5
662872.29,2.91,2.0,32,1.34,2.5
1357360.21,3.4,3.0,18,1.22,3.5
868124.92,4.2,1.5,21,1.48,2.0
1150654.29,3.55,2.5,30,1.39,3.0
804217.9,3.93,2.0,29,1.39,2.5
890003.03,3.19,2.0,28,1.26,2.5
1226069.33,2.74,2.0,28,1.14,2.5
915430.42,3.43,3.0,22,1.37,3.5
913352.13,2.67,2.5,28,1.32,3.0
598275.81,2.86,3.0,25,1.12,3.5
1292613.81,2.77,1.5,20,1.44,2.0
925039.84,2.55,2.5,24,1.34,3.0
951640.69,2.34,2.5,25,1.23,3.0
770686.96,2.4,2.0,23,1.22,2.5
1080997.61,2.49,1.5,28,1.37,2.0
627244.15,4.35,1.5,26,1.19,2.0
829686.06,2.64,2.0,27,1.31,2.5
805550.93,2.34,2.5,22,1.23,3.0
1760741.2,3.98,2.5,22,1.23,3.0
818699.04,2.25,2.0,29,1.34,2.5
613208.5,3.18,1.5,28,1.44,2.0
