T1,u,mte_loi,z1,HB1,overload_ratio,suggested_mte
206541.49,3.14,3.0,24,195.9,1.39,3.5
371621.06,4.41,2.0,24,226.6,1.43,2.5
410494.41,2.15,1.5,26,228.3,1.35,2.0
387444.04,2.24,1.5,22,214.6,1.26,2.0
171160.88,3.59,3.0,29,219.3,1.47,3.5
275987.56,3.49,2.0,30,239.1,1.48,2.5
215382.07,3.71,1.5,27,208.1,1.39,2.0
463216.52,2.28,2.5,19,221.6,1.19,3.0
461383.37,2.79,3.0,21,226.3,1.25,3.5
486328.19,2.61,1.5,30,224.6,1.35,2.0
370596.39,3.95,2.5,21,219.7,1.3,3.0
317057.07,2.38,2.5,22,201.1,1.17,3.0
325689.72,2.14,2.0,20,195.6,1.18,2.5
464117.71,4.33,2.0,20,190.7,1.5,2.5
352806.28,3.08,1.5,25,214.0,1.47,2.0
413910.08,4.05,2.0,30,197.1,1.34,2.5
489788.53,3.9,2.0,19,203.2,1.32,2.5
306219.6,4.0,2.5,24,210.7,1.47,3.0
363216.8,2.13,1.5,24,234.3,1.16,2.0
490760.27,2.07,2.0,23,239.2,1.34,2.5
225671.92,3.98,1.5,19,238.2,1.21,2.0
269202.81,2.53,3.0,26,232.1,1.47,3.5
433842.39,3.27,2.0,23,217.0,1.16,2.5
376750.44,2.9,1.5,20,203.6,1.45,2.0
408024.03,2.05,3.0,22,209.4,1.29,3.5
454095.44,3.13,3.0,28,205.0,1.47,3.5
405917.85,2.01,3.0,26,198.0,1.31,3.5
412408.07,2.33,1.5,26,236.8,1.34,2.0
192406.38,2.58,1.5,29,236.4,1.48,2.0
354880.84,2.23,3.0,29,202.5,1.13,3.5
485849.69,3.68,2.0,27,234.7,1.2,2.5
484633.97,4.18,2.5,25,194.2,1.25,3.0
270493.22,2.4,2.5,23,225.4,1.26,3.0
382420.3,3.32,2.5,28,206.9,1.21,3.0
225867.0,4.02,1.5,24,199.4,1.11,2.0
335149.7,4.14,3.0,26,198.0,1.45,3.5
175875.97,2.41,2.0,26,226.3,1.44,2.5
446246.48,2.35,2.5,18,220.6,1.3,3.0
470594.22,2.51,2.0,25,203.1,1.29,2.5
167646.21,2.86,2.5,29,200.9,1.43,3.0
407397.31,3.78,2.5,23,196.1,1.2,3.0
362416.5,3.28,3.0,25,198.0,1.37,3.5
462451.59,4.49,3.0,24,233.3,1.5,3.5
262129.0,2.22,3.0,27,191.3,1.41,3.5
318552.85,3.31,2.5,23,221.9,1.28,3.0
226506.2,3.32,2.0,27,232.8,1.49,2.5
379959.69,3.23,2.0,20,197.1,1.34,2.5
192389.72,3.21,3.0,26,231.2,1.4,3.5
171172.2,4.03,2.0,29,228.6,1.1,2.5
330886.38,4.46,2.0,24,194.2,1.42,2.5
360658.55,2.69,3.0,21,190.4,1.18,3.5
332448.95,3.36,3.0,28,193.6,1.43,3.5
159439.82,3.37,1.5,19,235.2,1.32,2.0
267578.1,2.85,2.5,23,206.9,1.25,3.0
330332.08,3.7,2.0,28,225.6,1.21,2.5
454347.32,2.02,3.0,18,237.8,1.16,3.5
198495.53,2.22,2.0,21,206.6,1.48,2.5
304264.73,2.82,3.0,23,225.2,1.21,3.5
490406.71,3.3,2.5,26,212.6,1.24,3.0
170543.59,2.89,1.5,22,190.3,1.47,2.0
177242.32,2.62,3.0,23,223.6,1.44,3.5
346982.01,2.49,3.0,27,230.4,1.26,3.5
243563.44,2.59,2.0,25,228.8,1.37,2.5
466671.59,3.75,3.0,28,199.9,1.44,3.5
353625.88,2.54,2.0,20,200.3,1.44,2.5
188638.99,3.18,3.0,26,199.1,1.38,3.5
259914.55,2.64,1.5,21,216.9,1.3,2.0
426869.9,2.43,3.0,23,221.1,1.36,3.5
393645.39,2.91,2.5,23,199.1,1.14,3.0
282763.12,2.31,2.0,26,232.2,1.13,2.5
293577.75,3.65,2.0,23,223.3,1.43,2.5
482931.96,2.5,3.0,29,226.3,1.41,3.5
166378.42,2.11,1.5,29,203.1,1.39,2.0
469845.6,4.19,2.0,22,214.2,1.37,2.5
336956.14,4.44,2.5,22,217.7,1.46,3.0
385437.5,3.41,2.0,22,193.7,1.26,2.5
330961.5,2.66,3.0,24,230.9,1.27,3.5
437382.74,4.31,2.5,24,207.2,1.36,3.0
498568.11,3.34,2.0,18,222.7,1.26,2.5
237896.48,2.02,3.0,26,238.1,1.11,3.5
290735.85,2.63,2.5,26,207.0,1.43,3.0
425176.6,2.86,2.5,24,200.0,1.16,3.0
165944.98,3.31,3.0,24,218.7,1.19,3.5
297301.17,2.06,1.5,20,236.7,1.32,2.0
340011.63,2.47,3.0,19,217.8,1.38,3.5
161775.72,4.37,2.5,26,191.6,1.33,3.0
476044.44,2.51,1.5,26,202.8,1.16,2.0
152088.79,2.49,1.5,20,208.8,1.32,2.0
285597.72,3.3,3.0,22,233.6,1.17,3.5
424936.59,3.25,3.0,18,231.4,1.17,3.5
166587.38,3.57,1.5,24,215.1,1.32,2.0
310211.47,2.06,2.5,22,230.1,1.37,3.0
345885.82,2.76,2.0,28,236.4,1.41,2.5
328816.16,2.1,3.0,24,199.1,1.23,3.5
269140.19,4.37,3.0,24,191.1,1.21,3.5
296616.02,3.2,2.5,28,202.8,1.18,3.0
403428.0,3.71,2.5,19,204.7,1.45,3.0
336204.54,2.17,2.5,20,235.8,1.49,3.0
452745.11,3.02,2.5,22,226.8,1.27,3.0
200567.62,3.27,1.5,18,217.5,1.17,2.0
172401.36,3.9,1.5,26,193.5,1.12,2.0
402058.49,4.07,3.0,29,206.3,1.41,3.5
491009.15,3.77,3.0,21,217.3,1.12,3.5
464053.73,3.8,2.0,21,218.3,1.47,2.5
409344.63,4.06,2.0,18,216.3,1.44,2.5
191471.83,3.32,1.5,20,220.4,1.22,2.0
162311.87,2.93,3.0,30,212.1,1.23,3.5
217349.19,2.96,2.5,26,192.9,1.4,3.0
400229.85,3.94,2.0,21,214.5,1.23,2.5
314282.4,3.02,3.0,30,214.6,1.34,3.5
239223.13,2.03,1.5,28,197.5,1.14,2.0
347445.14,3.28,2.0,27,197.5,1.48,2.5
405028.43,3.45,2.0,21,195.1,1.15,2.5
201809.78,2.72,2.0,29,202.2,1.27,2.5
492299.13,3.46,2.0,24,219.0,1.42,2.5
325404.82,3.94,2.0,23,200.3,1.47,2.5
161486.15,3.16,1.5,27,207.2,1.34,2.0
297201.94,2.79,1.5,21,200.8,1.31,2.0
305476.69,3.03,2.0,23,201.8,1.14,2.5
197723.0,2.2,3.0,25,215.4,1.37,3.5
163192.08,3.97,3.0,21,220.3,1.22,3.5
311439.09,4.21,2.5,23,199.2,1.48,3.0
312424.31,2.01,1.5,23,214.9,1.33,2.0
421772.11,2.96,1.5,27,196.6,1.2,2.0
246959.28,2.12,2.0,21,213.6,1.36,2.5
493397.45,2.23,2.0,26,213.3,1.14,2.5
299682.19,3.16,2.0,27,209.7,1.15,2.5
361790.49,3.95,3.0,25,230.3,1.16,3.5
218338.16,4.28,3.0,18,217.9,1.13,3.5
418850.96,3.58,2.0,21,195.4,1.27,2.5
428560.83,2.75,2.0,29,230.0,1.35,2.5
310767.84,3.67,2.0,18,194.5,1.47,2.5
423897.91,3.33,3.0,23,196.5,1.24,3.5
163506.78,3.18,1.5,18,209.7,1.33,2.0
378071.59,2.22,3.0,30,203.3,1.23,3.5
174103.38,3.43,3.0,19,206.8,1.18,3.5
461897.92,4.13,2.5,24,221.2,1.19,3.0
391989.31,2.27,2.0,22,220.9,1.37,2.5
233069.95,3.36,2.0,30,218.4,1.43,2.5
462886.13,2.22,1.5,20,223.3,1.27,2.0
317490.27,3.22,1.5,22,191.6,1.47,2.0
206420.58,3.88,2.5,23,206.5,1.13,3.0
272021.74,3.65,2.5,20,231.0,1.28,3.0
491573.96,3.56,2.0,21,226.9,1.25,2.5
231965.95,4.32,3.0,24,207.6,1.37,3.5
459117.72,4.16,1.5,22,191.3,1.42,2.0
358343.79,4.28,1.5,30,232.5,1.1,2.0
226284.86,3.06,1.5,19,209.2,1.34,2.0
444688.78,4.13,2.5,21,206.5,1.31,3.0
297491.35,3.09,2.0,20,204.8,1.26,2.5
353503.6,3.2,1.5,22,225.2,1.24,2.0
426122.86,2.79,1.5,22,218.2,1.16,2.0
484708.69,2.27,2.0,29,230.6,1.34,2.5
178832.47,2.75,1.5,28,223.5,1.4,2.0
202935.71,2.28,2.5,23,235.6,1.35,3.0
239406.11,2.34,2.0,23,235.0,1.17,2.5
246237.41,2.16,2.5,23,209.4,1.41,3.0
498828.53,4.01,2.0,25,194.6,1.48,2.5
213318.79,2.63,2.0,22,236.6,1.23,2.5
360891.38,3.73,2.0,29,226.9,1.25,2.5
497124.72,2.77,1.5,24,213.8,1.28,2.0
323592.65,3.71,2.5,21,224.5,1.45,3.0
447063.6,2.79,3.0,20,227.9,1.37,3.5
311091.37,4.05,2.0,27,198.9,1.15,2.5
272084.12,3.22,1.5,21,198.1,1.24,2.0
259042.43,2.2,3.0,18,227.6,1.49,3.5
493438.78,3.71,2.0,18,230.4,1.16,2.5
477713.6,3.8,2.5,25,218.6,1.29,3.0
354753.56,2.8,1.5,23,230.5,1.27,2.0
386009.78,2.35,3.0,18,237.3,1.5,3.5
397017.35,4.1,3.0,20,206.5,1.23,3.5
272204.6,2.62,2.0,18,193.6,1.22,2.5
410357.84,4.39,3.0,28,232.8,1.29,3.5
267987.43,3.25,1.5,22,219.4,1.46,2.0
392733.01,2.2,3.0,28,216.0,1.48,3.5
320086.21,4.21,3.0,28,198.4,1.29,3.5
306281.49,3.88,3.0,28,196.5,1.43,3.5
168221.69,2.21,2.0,28,232.5,1.16,2.5
388603.8,3.15,2.0,28,236.1,1.13,2.5
202115.09,3.76,3.0,30,197.8,1.39,3.5
377554.98,3.94,2.0,22,231.7,1.28,2.5
449133.41,3.39,2.5,29,197.8,1.18,3.0
282286.03,2.53,2.0,22,229.6,1.49,2.5
236978.16,4.13,2.5,20,198.4,1.42,3.0
460409.86,3.95,2.0,21,207.0,1.43,2.5
185150.24,2.16,3.0,25,200.5,1.35,3.5
219641.21,3.78,1.5,18,216.1,1.37,2.0
371978.99,4.08,1.5,22,218.1,1.41,2.0
416956.35,3.57,2.5,26,192.3,1.2,3.0
311105.74,3.06,3.0,30,213.9,1.12,3.5
421531.68,3.81,1.5,30,205.4,1.13,2.0
226475.52,2.12,2.5,18,237.8,1.46,3.0
435791.05,2.22,1.5,20,209.7,1.17,2.0
321217.97,2.61,2.5,23,229.1,1.42,3.0
306830.34,3.64,2.0,29,227.3,1.39,2.5
425135.62,3.68,2.0,28,238.0,1.4,2.5
266104.64,2.27,2.5,22,233.2,1.4,3.0
368514.44,2.41,2.0,22,222.2,1.46,2.5
414354.31,2.82,2.0,23,228.7,1.12,2.5
319460.13,2.89,2.0,29,224.1,1.47,2.5
306254.55,3.38,3.0,26,203.3,1.44,3.5
290657.32,3.47,2.0,20,228.6,1.29,2.5
255049.18,2.92,1.5,20,204.1,1.25,2.0
259631.6,3.33,3.0,25,238.4,1.33,3.5
381537.12,2.04,3.0,21,235.9,1.22,3.5
178888.62,3.44,2.0,20,233.7,1.47,2.5
351722.82,3.92,1.5,27,201.8,1.27,2.0
370837.21,3.9,2.5,26,215.3,1.22,3.0
304130.15,4.21,1.5,20,211.1,1.43,2.0
378238.04,3.01,1.5,28,210.9,1.46,2.0
324658.83,3.38,2.5,26,201.0,1.21,3.0
281790.49,2.88,3.0,27,195.9,1.33,3.5
179910.44,2.95,1.5,28,235.8,1.47,2.0
426589.92,2.6,2.0,20,222.9,1.28,2.5
250027.12,2.89,1.5,19,238.7,1.22,2.0
240126.1,3.67,1.5,22,197.6,1.35,2.0
459301.6,2.98,2.5,30,221.2,1.41,3.0
451650.17,3.83,2.0,20,231.0,1.33,2.5
270811.11,2.47,2.0,25,204.3,1.45,2.5
248225.4,4.35,3.0,19,224.2,1.47,3.5
456326.06,4.33,3.0,23,213.9,1.28,3.5
418624.53,4.07,2.5,22,194.4,1.48,3.0
224848.22,2.36,2.5,28,211.3,1.2,3.0
242853.55,4.0,2.5,19,236.0,1.18,3.0
447061.89,2.43,2.0,29,237.7,1.15,2.5
350255.01,2.99,2.5,23,195.2,1.45,3.0
194735.46,3.45,2.0,26,223.0,1.25,2.5
239102.66,3.58,2.0,22,228.3,1.33,2.5
338012.3,3.84,2.0,26,213.9,1.48,2.5
396410.1,4.47,3.0,22,226.9,1.44,3.5
276029.92,2.82,3.0,21,226.0,1.15,3.5
435608.82,2.26,1.5,18,233.0,1.16,2.0
170331.09,3.54,2.0,25,228.7,1.26,2.5
477133.66,2.01,2.5,21,202.4,1.37,3.0
336814.74,2.41,1.5,24,202.2,1.45,2.0
423704.85,3.83,3.0,19,202.4,1.22,3.5
165773.1,3.43,1.5,21,209.4,1.46,2.0
210960.68,2.91,3.0,18,238.9,1.26,3.5
489214.48,2.64,2.5,28,239.5,1.42,3.0
219533.49,3.93,2.0,29,231.2,1.13,2.5
374234.83,4.24,2.5,30,199.9,1.35,3.0
339047.01,3.73,3.0,22,208.1,1.4,3.5
302968.13,3.6,2.0,24,213.5,1.46,2.5
341681.6,3.95,2.5,24,221.0,1.14,3.0
336298.62,3.27,1.5,19,214.9,1.24,2.0
400846.08,3.66,2.5,21,210.9,1.48,3.0
485323.1,2.68,2.0,18,229.9,1.36,2.5
224885.45,2.02,2.0,18,233.6,1.33,2.5
466529.77,3.47,3.0,30,214.7,1.34,3.5
413019.78,2.29,3.0,28,227.7,1.16,3.5
394822.4,3.54,1.5,21,239.2,1.18,2.0
265093.89,2.11,2.0,28,224.2,1.15,2.5
464644.9,3.52,3.0,30,207.4,1.49,3.5
495263.01,2.61,2.5,24,190.5,1.33,3.0
378512.66,2.21,2.0,19,221.0,1.19,2.5
430590.27,4.29,1.5,28,230.9,1.45,2.0
227524.21,3.38,2.5,30,209.0,1.2,3.0
266770.96,2.68,2.5,19,211.6,1.46,3.0
310508.33,2.26,2.5,30,224.5,1.4,3.0
483473.44,2.29,3.0,24,215.8,1.43,3.5
341337.08,3.34,3.0,24,219.5,1.13,3.5
400299.13,4.48,1.5,25,239.0,1.14,2.0
236692.73,3.08,2.5,23,203.5,1.27,3.0
354553.99,4.24,2.0,29,226.4,1.45,2.5
418845.19,2.76,3.0,25,193.8,1.16,3.5
335712.89,2.74,3.0,29,192.1,1.23,3.5
483102.33,2.47,2.0,22,217.7,1.24,2.5
448836.09,3.54,3.0,30,215.1,1.49,3.5
410438.48,3.81,2.5,18,219.6,1.15,3.0
343662.13,2.08,3.0,27,191.1,1.11,3.5
457393.4,2.2,1.5,22,225.8,1.32,2.0
302150.86,3.94,3.0,19,201.5,1.34,3.5
440012.24,4.12,2.0,20,213.8,1.33,2.5
393445.11,2.01,2.0,26,212.2,1.21,2.5
261987.65,4.31,2.5,30,214.3,1.3,3.0
256660.53,3.14,1.5,26,233.6,1.45,2.0
196754.93,3.71,3.0,24,215.4,1.15,3.5
475663.67,4.12,2.5,30,205.6,1.46,3.0
150180.59,2.1,2.5,25,236.2,1.15,3.0
493384.58,4.08,2.5,19,222.2,1.21,3.0
275681.13,4.43,2.0,26,192.9,1.11,2.5
330956.45,2.01,2.5,26,201.4,1.29,3.0
210453.68,4.39,2.0,23,195.6,1.17,2.5
340328.31,2.6,2.5,22,234.0,1.5,3.0
399867.5,3.24,3.0,27,192.7,1.44,3.5
303652.95,3.69,2.5,27,211.0,1.19,3.0
183078.65,2.71,1.5,24,232.0,1.21,2.0
403692.21,3.47,3.0,22,193.8,1.38,3.5
345665.04,3.91,3.0,28,194.4,1.48,3.5
223134.75,2.23,2.5,22,211.4,1.44,3.0
457475.47,2.9,1.5,29,234.4,1.43,2.0
442483.53,2.64,3.0,25,225.4,1.46,3.5
381289.4,2.53,2.0,20,216.3,1.46,2.5
460148.51,2.96,2.5,26,231.8,1.27,3.0
262661.96,2.12,3.0,27,207.9,1.21,3.5
351164.43,3.15,1.5,30,201.9,1.29,2.0
432545.05,3.13,1.5,22,207.7,1.36,2.0
384100.08,2.94,2.5,25,210.2,1.31,3.0
288213.33,3.06,2.5,27,219.2,1.44,3.0
425758.26,3.59,3.0,18,203.4,1.22,3.5
490372.27,2.78,2.5,29,230.1,1.48,3.0
315232.93,2.56,1.5,22,231.3,1.38,2.0
196462.42,2.72,3.0,30,231.8,1.17,3.5
261995.32,2.35,1.5,21,220.3,1.29,2.0
164715.02,2.39,2.5,23,192.8,1.32,3.0
398747.8,2.57,2.5,30,238.5,1.26,3.0
313189.22,4.27,1.5,21,238.7,1.42,2.0
190346.0,2.52,1.5,19,230.0,1.5,2.0
288007.17,3.96,3.0,22,216.9,1.12,3.5
243192.09,3.89,2.0,19,200.8,1.5,2.5
248336.26,2.34,2.0,19,204.0,1.48,2.5
218479.73,2.28,2.0,18,229.6,1.19,2.5
499571.97,3.26,2.0,21,202.4,1.37,2.5
256455.4,2.98,1.5,25,234.9,1.37,2.0
221195.12,2.98,1.5,29,222.3,1.42,2.0
362010.43,2.55,2.0,18,239.9,1.22,2.5
275555.83,3.67,2.5,28,238.5,1.22,3.0
406349.29,3.85,3.0,19,229.3,1.16,3.5
214237.59,4.27,1.5,19,210.7,1.47,2.0
447195.76,3.27,2.5,28,196.0,1.3,3.0
375635.11,3.63,1.5,18,235.8,1.47,2.0
375716.05,2.3,2.5,21,194.8,1.25,3.0
419804.93,4.26,3.0,26,192.8,1.26,3.5
404686.08,2.91,2.5,25,220.5,1.41,3.0
170528.13,2.04,3.0,23,199.9,1.26,3.5
307632.42,2.21,2.0,19,228.1,1.1,2.5
410206.1,3.85,2.5,19,222.6,1.42,3.0
473504.63,3.11,2.0,23,238.1,1.19,2.5
409109.8,4.36,2.5,20,238.2,1.17,3.0
230154.68,4.43,2.5,25,229.4,1.49,3.0
171124.78,3.38,1.5,20,203.1,1.17,2.0
293861.04,3.13,1.5,28,222.3,1.39,2.0
226992.51,4.16,2.0,19,226.7,1.49,2.5
497453.05,3.66,2.0,22,226.2,1.14,2.5
444491.45,4.29,2.0,21,227.8,1.18,2.5
357470.83,2.02,1.5,29,231.9,1.16,2.0
309725.79,4.39,3.0,20,215.7,1.12,3.5
458708.48,3.27,3.0,25,220.4,1.23,3.5
436366.59,2.28,2.0,23,201.7,1.41,2.5
243512.96,4.25,1.5,26,227.3,1.17,2.0
167430.99,3.04,3.0,30,196.3,1.22,3.5
430572.06,2.84,1.5,22,224.3,1.22,2.0
297082.18,3.36,2.0,24,227.1,1.17,2.5
471757.59,4.45,2.0,27,209.9,1.27,2.5
181810.94,2.18,3.0,22,221.9,1.22,3.5
394870.22,3.55,1.5,27,211.7,1.42,2.0
213852.68,4.22,2.0,20,190.9,1.48,2.5
243413.27,2.65,2.5,30,198.5,1.11,3.0
371371.24,2.11,3.0,30,236.9,1.37,3.5
301917.52,2.11,3.0,19,198.9,1.19,3.5
462036.35,2.06,2.5,19,198.6,1.23,3.0
158578.1,3.3,2.5,20,238.8,1.34,3.0
380032.3,4.06,1.5,24,220.8,1.49,2.0
351124.25,3.9,2.0,19,200.2,1.29,2.5
347710.51,3.21,1.5,19,205.2,1.33,2.0
417553.58,3.15,3.0,20,234.7,1.48,3.5
443168.29,3.04,1.5,19,236.5,1.38,2.0
302784.5,4.42,2.5,20,237.0,1.17,3.0
456658.93,3.93,2.5,18,238.0,1.41,3.0
195257.69,4.19,3.0,18,236.6,1.38,3.5
233085.2,3.16,1.5,27,227.9,1.15,2.0
450484.29,3.18,1.5,23,199.9,1.39,2.0
387438.76,2.39,2.0,19,234.9,1.23,2.5
196352.05,3.72,2.0,29,207.8,1.49,2.5
373377.11,3.3,2.0,24,190.0,1.46,2.5
360764.56,4.04,1.5,21,208.1,1.19,2.0
336525.33,2.1,2.5,26,191.7,1.34,3.0
365915.3,3.44,1.5,22,197.4,1.15,2.0
197156.63,3.53,2.0,21,223.3,1.19,2.5
190026.75,2.68,2.0,22,236.4,1.23,2.5
449405.42,3.5,2.5,21,239.1,1.3,3.0
163308.93,3.26,2.5,25,217.9,1.16,3.0
291001.58,3.75,2.0,18,235.5,1.32,2.5
193517.25,3.58,2.5,18,226.3,1.49,3.0
162340.24,2.02,2.5,25,209.8,1.33,3.0
482920.2,3.3,2.5,24,204.1,1.27,3.0
439039.75,2.42,2.0,19,214.5,1.11,2.5
403422.15,3.26,2.0,27,223.4,1.31,2.5
232005.12,3.87,1.5,28,196.8,1.3,2.0
162859.55,3.03,1.5,27,219.7,1.23,2.0
263067.09,2.14,2.0,26,214.7,1.43,2.5
468921.27,2.34,3.0,19,212.3,1.42,3.5
454934.75,3.88,2.0,20,237.6,1.11,2.5
303295.94,2.82,1.5,26,206.0,1.12,2.0
430194.22,2.44,2.0,30,214.6,1.21,2.5
466163.21,2.15,2.5,25,204.8,1.35,3.0
216429.87,3.54,3.0,22,211.7,1.48,3.5
345688.96,3.11,1.5,19,212.8,1.34,2.0
364329.12,2.07,3.0,20,215.0,1.33,3.5
397357.57,2.56,3.0,29,198.8,1.11,3.5
418883.61,3.08,2.5,19,225.1,1.41,3.0
163923.02,2.58,3.0,27,234.3,1.41,3.5
224216.21,3.13,3.0,26,213.1,1.24,3.5
246287.22,2.66,2.5,20,214.1,1.25,3.0
370337.06,2.96,3.0,29,228.8,1.16,3.5
241006.1,2.38,3.0,22,233.4,1.26,3.5
368239.47,4.49,2.5,29,208.6,1.47,3.0
400517.77,3.11,1.5,19,237.7,1.32,2.0
255216.14,3.25,2.0,24,190.6,1.28,2.5
461883.73,2.74,3.0,18,206.5,1.28,3.5
289744.0,3.59,1.5,29,225.4,1.2,2.0
499947.78,2.19,2.0,20,194.0,1.24,2.5
402007.39,3.01,2.0,18,232.3,1.38,2.5
162052.83,2.82,2.5,24,239.9,1.1,3.0
353943.45,2.69,1.5,24,195.6,1.42,2.0
429473.49,2.87,3.0,22,192.3,1.38,3.5
374192.69,3.45,2.0,22,219.2,1.12,2.5
196238.02,3.13,1.5,21,196.7,1.11,2.0
236074.71,3.13,2.0,23,215.0,1.12,2.5
373286.01,2.13,2.5,24,206.1,1.35,3.0
226917.42,3.38,1.5,27,236.8,1.15,2.0
305657.58,2.65,2.0,25,204.6,1.15,2.5
244060.59,2.32,2.5,21,215.7,1.25,3.0
486228.75,4.42,1.5,26,220.3,1.48,2.0
223557.14,3.92,2.0,19,211.6,1.44,2.5
227168.51,3.52,2.0,30,238.7,1.38,2.5
302401.37,2.72,3.0,18,230.9,1.4,3.5
227075.64,4.19,3.0,22,206.8,1.19,3.5
403399.45,2.74,3.0,29,217.8,1.45,3.5
425113.85,3.84,2.0,20,237.9,1.12,2.5
378180.24,4.18,2.0,29,224.5,1.24,2.5
203065.54,4.02,2.5,22,193.1,1.29,3.0
263547.78,3.54,3.0,29,197.9,1.32,3.5
461398.81,3.57,1.5,29,208.4,1.24,2.0
332514.58,3.92,1.5,21,236.3,1.1,2.0
493912.44,2.58,2.0,30,217.4,1.33,2.5
363556.92,2.37,2.0,20,224.4,1.32,2.5
360994.05,3.94,2.0,23,220.2,1.18,2.5
490916.78,3.55,1.5,28,203.1,1.13,2.0
473327.51,3.46,1.5,28,235.8,1.42,2.0
475800.62,3.37,3.0,20,238.3,1.38,3.5
221315.77,4.14,1.5,19,218.5,1.43,2.0
483818.92,3.02,3.0,23,229.4,1.24,3.5
279916.18,2.9,2.0,25,206.1,1.11,2.5
485197.24,3.23,2.5,29,232.1,1.21,3.0
388560.71,3.39,2.5,19,191.1,1.24,3.0
260796.14,3.82,3.0,30,234.5,1.3,3.5
167318.67,3.26,3.0,27,233.7,1.46,3.5
263089.79,2.26,1.5,28,193.4,1.2,2.0
357004.8,2.66,2.0,23,211.0,1.18,2.5
227558.38,2.09,3.0,25,221.4,1.38,3.5
470759.23,3.52,3.0,19,190.7,1.47,3.5
304843.62,4.26,1.5,26,228.7,1.37,2.0
456463.78,4.24,3.0,27,224.2,1.22,3.5
348251.92,2.39,3.0,18,231.6,1.39,3.5
324102.41,3.72,1.5,20,221.3,1.48,2.0
257927.6,2.22,2.0,24,207.3,1.42,2.5
456471.6,2.22,2.5,25,221.3,1.38,3.0
337324.63,3.57,3.0,18,212.8,1.36,3.5
327723.56,3.02,1.5,28,199.3,1.5,2.0
403101.81,2.48,2.5,27,231.7,1.2,3.0
365327.71,3.93,3.0,25,203.7,1.19,3.5
229670.93,3.35,2.5,18,221.0,1.11,3.0
331844.07,3.01,2.5,21,200.1,1.41,3.0
354350.02,3.49,3.0,29,215.9,1.18,3.5
161623.73,2.01,2.5,22,206.7,1.35,3.0
408666.12,4.06,3.0,24,234.6,1.16,3.5
373925.58,4.47,2.5,26,238.4,1.32,3.0
181087.41,4.17,1.5,21,194.2,1.41,2.0
439955.67,3.15,3.0,22,209.2,1.3,3.5
432612.26,4.16,3.0,29,223.5,1.41,3.5
248870.45,2.72,3.0,30,217.2,1.22,3.5
200932.5,2.98,3.0,30,200.9,1.27,3.5
250489.98,4.43,2.5,23,212.7,1.25,3.0
373609.24,3.02,2.5,23,205.3,1.38,3.0
159300.58,3.85,1.5,19,216.4,1.24,2.0
402313.79,3.62,3.0,18,202.2,1.42,3.5
346056.49,2.68,2.5,29,206.0,1.4,3.0
433886.66,3.73,2.5,27,211.2,1.5,3.0
406175.18,2.83,2.5,26,201.6,1.45,3.0
319807.1,2.41,2.0,26,233.4,1.19,2.5
318395.07,3.41,1.5,19,232.8,1.12,2.0
451228.31,4.05,1.5,23,232.3,1.4,2.0
420651.52,4.17,1.5,29,235.4,1.3,2.0
268110.24,4.05,2.5,20,198.0,1.48,3.0
464529.57,2.81,2.0,21,216.4,1.48,2.5
304528.76,3.87,3.0,26,213.4,1.23,3.5
498382.3,3.92,1.5,26,192.0,1.21,2.0
403864.33,4.48,1.5,28,193.0,1.4,2.0
208226.86,2.41,1.5,21,206.5,1.18,2.0
244929.57,2.33,2.5,25,237.2,1.48,3.0
174587.45,3.82,1.5,29,234.9,1.39,2.0
254713.39,2.03,3.0,23,227.4,1.22,3.5
381615.65,2.51,2.0,20,215.1,1.42,2.5
170359.53,4.0,2.0,26,231.5,1.31,2.5
310144.58,2.52,2.0,29,196.2,1.21,2.5
299816.91,2.45,2.0,24,234.6,1.31,2.5
274253.53,2.55,3.0,23,217.8,1.15,3.5
347740.87,3.08,3.0,19,229.7,1.31,3.5
213024.63,3.7,2.5,29,217.3,1.21,3.0
181033.04,2.36,2.5,25,198.4,1.23,3.0
357619.71,2.99,3.0,21,238.5,1.22,3.5
335121.93,3.36,1.5,30,190.2,1.46,2.0
261012.94,2.15,3.0,23,203.1,1.41,3.5
177699.21,3.74,1.5,24,201.5,1.41,2.0
356422.35,3.24,1.5,21,233.8,1.37,2.0
313006.69,3.5,1.5,23,193.2,1.11,2.0
162427.86,4.11,2.5,18,203.1,1.26,3.0
223979.09,3.62,2.5,30,191.5,1.19,3.0
416116.2,2.61,1.5,28,217.5,1.22,2.0
377802.44,3.31,2.0,22,236.4,1.38,2.5
250281.56,2.2,3.0,26,217.6,1.26,3.5
232605.85,2.6,1.5,21,191.7,1.25,2.0
437787.05,3.04,2.5,25,237.4,1.43,3.0
316767.51,3.64,2.0,28,195.1,1.3,2.5
259949.2,2.76,2.5,23,219.7,1.23,3.0
366857.58,4.4,3.0,24,212.8,1.36,3.5
293165.14,2.77,3.0,23,228.0,1.26,3.5
386934.7,2.72,2.0,21,206.1,1.11,2.5
194147.17,2.39,1.5,27,221.9,1.5,2.0
405046.05,2.19,1.5,27,192.7,1.13,2.0
160051.12,2.22,3.0,18,235.8,1.24,3.5
195792.1,4.4,1.5,24,199.4,1.39,2.0
441433.15,2.69,2.0,20,225.8,1.36,2.5
496067.44,3.21,3.0,30,210.4,1.19,3.5
294523.15,2.29,3.0,26,238.8,1.32,3.5
342423.43,2.7,2.0,30,215.7,1.2,2.5
